#grain	nu/um	abs+scat*(1-g)	abs	scat*(1-g)	scat	scat*(1-g)/[abs+scat*(1-g)]
1.16924e+07	3.73e-35	3.73e-35	1.81e-50	1.81e-50	4.86e-16
1.16535e+07	3.76e-35	3.76e-35	1.84e-50	1.84e-50	4.89e-16
1.16147e+07	3.78e-35	3.78e-35	1.86e-50	1.86e-50	4.92e-16
1.15761e+07	3.81e-35	3.81e-35	1.89e-50	1.89e-50	4.96e-16
1.15376e+07	3.83e-35	3.83e-35	1.91e-50	1.91e-50	4.99e-16
1.14992e+07	3.86e-35	3.86e-35	1.94e-50	1.94e-50	5.02e-16
1.14609e+07	3.89e-35	3.89e-35	1.97e-50	1.97e-50	5.06e-16
1.14228e+07	3.91e-35	3.91e-35	1.99e-50	1.99e-50	5.09e-16
1.13848e+07	3.94e-35	3.94e-35	2.02e-50	2.02e-50	5.12e-16
1.13469e+07	3.97e-35	3.97e-35	2.05e-50	2.05e-50	5.16e-16
1.13091e+07	3.99e-35	3.99e-35	2.07e-50	2.07e-50	5.19e-16
1.12715e+07	4.02e-35	4.02e-35	2.10e-50	2.10e-50	5.23e-16
1.12340e+07	4.05e-35	4.05e-35	2.13e-50	2.13e-50	5.26e-16
1.11966e+07	4.07e-35	4.07e-35	2.16e-50	2.16e-50	5.30e-16
1.11594e+07	4.10e-35	4.10e-35	2.19e-50	2.19e-50	5.33e-16
1.11222e+07	4.13e-35	4.13e-35	2.22e-50	2.22e-50	5.37e-16
1.10852e+07	4.16e-35	4.16e-35	2.25e-50	2.25e-50	5.40e-16
1.10483e+07	4.19e-35	4.19e-35	2.28e-50	2.28e-50	5.44e-16
1.10116e+07	4.21e-35	4.21e-35	2.31e-50	2.31e-50	5.47e-16
1.09749e+07	4.24e-35	4.24e-35	2.34e-50	2.34e-50	5.51e-16
1.09384e+07	4.27e-35	4.27e-35	2.37e-50	2.37e-50	5.55e-16
1.09020e+07	4.30e-35	4.30e-35	2.40e-50	2.40e-50	5.58e-16
1.08657e+07	4.33e-35	4.33e-35	2.43e-50	2.43e-50	5.62e-16
1.08296e+07	4.36e-35	4.36e-35	2.47e-50	2.47e-50	5.66e-16
1.07935e+07	4.39e-35	4.39e-35	2.50e-50	2.50e-50	5.69e-16
1.07576e+07	4.42e-35	4.42e-35	2.53e-50	2.53e-50	5.73e-16
1.07218e+07	4.45e-35	4.45e-35	2.57e-50	2.57e-50	5.77e-16
1.06862e+07	4.48e-35	4.48e-35	2.60e-50	2.60e-50	5.81e-16
1.06506e+07	4.51e-35	4.51e-35	2.64e-50	2.64e-50	5.85e-16
1.06152e+07	4.54e-35	4.54e-35	2.67e-50	2.67e-50	5.89e-16
1.05798e+07	4.57e-35	4.57e-35	2.71e-50	2.71e-50	5.93e-16
1.05446e+07	4.60e-35	4.60e-35	2.74e-50	2.74e-50	5.96e-16
1.05096e+07	4.63e-35	4.63e-35	2.78e-50	2.78e-50	6.00e-16
